,证券简称,20211227,20211224,incr,quant
600519.SS,贵州茅台,23100199888,22368901831.0,0.03269262221833924,731298057.0
000651.SZ,格力电器,8084149084,7678143106.0,0.05287814675956359,406005978.0
000591.SZ,太阳能,2511574136,2194552802.0,0.14445828494583646,317021334.0
600809.SS,山西汾酒,1807290115,1572784687.0,0.14910205442507585,234505428.0
300059.SZ,东方财富,10837625194,10640208861.0,0.01855380242803295,197416333.0
601166.SS,兴业银行,12467902304,12283366317.0,0.01502324218277229,184535987.0
600887.SS,伊利股份,4083555545,3899853962.0,0.04710473386695502,183701583.0
000723.SZ,美锦能源,3972346071,3796223814.0,0.046394065689826514,176122257.0
000338.SZ,潍柴动力,6343622285,6205747241.0,0.022217315440933527,137875044.0
002176.SZ,江特电机,2761702417,2639112232.0,0.046451296581311974,122590185.0
000932.SZ,华菱钢铁,2179193144,2067755453.0,0.053893070787612185,111437691.0
002249.SZ,大洋电机,1095619964,984221570.0,0.11318426398641113,111398394.0
000002.SZ,万  科Ａ,6190731777,6085947067.0,0.017217486259152093,104784710.0
002371.SZ,北方华创,1591979167,1489371250.0,0.06889344547237641,102607917.0
002460.SZ,赣锋锂业,6195045324,6097792996.0,0.015948774919679165,97252328.0
002639.SZ,雪人股份,431333338,342152847.0,0.26064518177164264,89180491.0
300751.SZ,迈为股份,798137673,712350438.0,0.12042841616109179,85787235.0
000001.SZ,平安银行,3969029538,3886704190.0,0.021181274410286388,82325348.0
300122.SZ,智飞生物,3223512855,3142004253.0,0.025941595057414446,81508602.0
002385.SZ,大北农,3051760959,2975632615.0,0.02558391906858426,76128344.0
